label	story
1	Historical personal data is that which is related to or relevant for history or past events in the context of the person or their life.
0	As a anonymoususer, I want to see a list of the sessions associated with sponsor attendees, so that I know where I can engage with this sponsor and where they are thought leaders.
0	As an admin, I want to see, validate and edit segmentation of videos.
0	As a repoadmin, I want to expose repository contents via OAI-PMH.
1	As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.
0	As an asset manager, I want to have a mechanism to obtain a listing or understanding of all the assets that have been deposited, and their current status.
0	As a Data Consuming User, I want to be able to have stepped zoom on map visualisations, So that I can have better control over the navigation experience inside a map view.
0	To sell or commercially provide insights obtained from analysis of data
0	As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.
0	As an asset manager, I want to know what the intellectual value of the asset is to the institution at the time of deposit, so that I obtain guidance in the evaluation of it for current value for the institution.
1	As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment.
0	As a user, I want to search by for collections and objects by name.
1	As a Plan Review Staff member, I want to Track the Completion of Required Plan Reviews, so that I can ensure all plan review tasks are completed, results have been sent to the Applicant and any downstream steps are initiated such has a final review or payment for permit issuance.
0	As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.
0	As an app developer, I want to share a dataset type that I had previously deployed as part of an app.
1	As a authenticateduser, I want to identify myself as and pay for a $350 company sponsorship, so that I can easily become a sponsor at this level without having to interface with badcamp personnel to get a sponsorship.
1	As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.
0	As an OlderPerson, I want to have ALFRED on a bracelet or a necklace, so that I can always wear him with me.
0	As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.
1	Information about an individual's marital status and history
1	As an archivist, I want to redact information in digital files for a period of time, so that I can provide access to non-sensitive portions of a record.
0	Regularity and temporal span of data restoration/backup mechanisms that guarantee that data is preserved
1	As a depositor, I want to attach subject specific discoverability metadata to records, so that researchers in my discipline can find my data more easily.
0	As a DB/IR administrator, I want to upload new version of report/dataset while retaining previous versions for patron use.
0	As an Archivist, I want to export agent records as EAC-CPF.
0	As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly.
1	As a user, I want to restrict what can be entered to a metadata field.
0	As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.
1	As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.
0	As a repository manager, I want to indicate the copyright status of an object.
0	As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful.
0	As an archivist, I want to search all files by keyword.
1	As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.
1	As an admin, I want to prefilter nudity content.
1	As a depositor, I want to link to data stored in external repositories, so that I can store my data in an appropriate repository but still register it with the University and I don't have to deposit my data in multiple places.
1	As a user, I want to upload tagged videos and have tags available for all further processing steps.
0	As an OlderPerson, I want to buy ALFRED for a low price.
1	As a depositor, I want to deposit and maintain datasets through Virtual Research Environments and other workflow tools, so that I can continue to work with tools with which I'm familiar.
1	As an OlderPerson, I want to have some games that show me how good my memory and physical health is.
1	As an Applicant, I want to Pay Fee, so that I can satisfy outstanding charge associated with the service requested or received from the County.
0	As a anonymoususer, I want to have a dedicated page for each class to learn more about the offering The following information must be shown: Logo, title, trainers, location, possibly a map view, datetime, skill level, registrations remaining, link to register for class. The URL path should be SEO friendly /training/training-title, so that I can choose the right class, AND the trainer can tweet and promote their class.
1	As an IT officer, I want to know how secure data is, so that I can ensure legal compliance.
1	Global position system coordinates of a user's location.
0	As a stakeholder, I want to see the results of user research, so that I can determine if the CMS is right for me.
0	As a Development Staff member, I want to Issue a Development-related Permit, so that I can grant the request to the Applicant to begin work
0	As an Application Administrator, I want to assign Users to an Advanced Data Entry and ensure that the appropriate permissions are enforced.
1	As an estimator, I want to see the item we’re estimating, so that I know what I’m giving an estimate for.
1	As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.
0	As a research support officer, I want to ensure compliance to the fundersâ€™ rules, so that I can ensure all costs will be accepted.
0	to solicit or gather data from someone
0	As a Staff member, I want to Manage Ordinances, so that I can maintain accurate ordinance information in the System.
0	As a repoadmin, I want to have Symplectic Elements bidirectionally communicate and integrate with DDR, which  provide a Fedora Connector and Emory is using a hidden Fedora instance that Hydra collects objects for.
0	As a researcher, I want to contact the author of a work that interests me, so that I can learn more about my research.
0	Specifies the entity that provisioned or provided consent
1	As an admin, I want to be able to have a dashboard that shows usage stats and locations, so that I can identify the neighbourhoods with the largest number of drop-offs and to try getting more facilities involved.
0	As a researcher,  I want to have the ability to store all the inputs for an experiment so that the provenance of the results can be verified.
0	As a user, I want to assign bespoke information to a file dependent on its type.
0	To sell data or information to third parties
1	As an UnivITservice, I want to integrate the archive with existing university systems such as LDAP, so that the cost of administering the system can be kept low.
1	As an admin, I want to be able to block specific users based on IP address, so that I can prevent spamming on the websites.
1	As a depositor, I want to have guarantees about data integrity, so that I can use my data in the future and I can fulfil funder requirements for archival.
0	As a developer, I want to present my App in several ways.
0	As a repository manager, I want to indicate names related to the collection either as creator, source, or subject.
0	As a superuser, I want to enter and exit the superuser scope.
1	As an Archivist, I want to associate a Subject record with a Resource description.
0	As an Agency user, I want to receive a more helpful file-level error when I upload a file with the wrong extension.
0	As an admin, I want to add recycling center information, so that I can keep the database up-to-date over time.
0	to give data (or a portion of it) to others
0	As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.
1	As an OlderPerson, I want to be able to customize my preferences in the different functionalities of the solution.
1	Recording of an individual's recorded communication (e.g. telephony, VoIP)
0	As a patron, I want to download report/dataset release calendar to load into own calendar.
0	As an archivist, I want to mark groups of files as restricted, so that they don't get shared by mistake.
1	As an OlderPerson, I want to receive a wake up call from ALFRED in the morning checking on me if I am ok.
1	As a Research Centre Director, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.
1	As a superuser, I want to reply to user questions, so that I can answer any questions about my recycling center.
0	Optimisation of interfaces presented to the user
1	Personal Data that can be observed by another person i.e. has external characteristics that make it visible
1	Personal data about the social aspects such as for family, public life, or professional networks.
0	As a site visitor, I want to post comments about articles, so that others can read them.
0	As a repository operator, I want to know about the kind of data, so that I can evaluate the storage size and system.
0	As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations.
0	As a FABS user, I want the language on FABS pages to be appropriate for me, so that I am not confused.
1	Information about house(s) owned by an individual.
0	A duration or temporal entity denoting limitation on storage of personal data
0	As a Researcher, I want a tool that can generate basic statistics about a dataset, so that I can get a quick preview of the data.
0	As a data user, I want to access two additional fields from the FPDS data pull.
0	As a stakeholder, I want to have a decision on whether or not the blog aggregator may work for beta, and if not what will.
0	As an NSF employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.
0	As a repository manager, I want to know all events occurring to a collection.
0	As an asset manager, I want to be assured that the assets can be taken out of the repository, and that the assets taken out are the same as those that are put in.
0	As a site member, I want to have full access to all articles, so that there is a benefit to being a member.
0	As an Agency user, I want historical FPDS data loaded.
0	As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations.
1	Information on an individual's criminal charges.
1	Personalization of service or activity for the user
1	As a dataset developer, I want to have the option of implementing an upgrade step for when a dataset instance is upgraded to a new version of the dataset type.
0	As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.
1	Information about an individual's thoughts
1	As a user, I want to know for an object or its component parts the place of publication, the publisher, etc.
0	As a researcher, I want to request analog versions of digital objects, so that I can view them in the reading room.
0	As a user, I want to add additional properties for repositories.
0	As a data manager, I want to document all rights necessary for managing the data, so that I can curate and preserve the data.
0	Contractual terms governing data handling within the data controller
0	As a trainer, I want to edit my training node myself, so that the training coordinators don't have to and links to slides.
0	As a broker team member, I want to add the 00***** and 00FORGN PPoPCode cases to the derivation logic.
1	Information on an official identification document used by an individual.
1	Room number of a location associated with an individual.
1	As a researcher, I want to point my Mendeley client at a group-wide shared repository of research papers and get notifications via Mendeley when new content is added.
0	As an OlderPerson, I want to be able to zoom into visual content.
0	As a Data Publishing User, I want to be able to import data in JSON, So that I do not have to convert data formats in order to use the data packager.
1	As a user, I want to enter metadata / describe an experiment protocol before a file is even created.
0	As an OlderPerson, I want to have an ALFRED device that speaks very slowly and clearly.
0	As an archivist, I want to restrict a group of files from view.
0	As a ResearcherDeveloper, would like the ability import/export from MS-SQL, so that I can use Data Packages in workflows that involve MS-SQL.
0	As a repository manager, I want to indicate the language(s) for present in a collection, object, or object component.
0	Links consent to the notice displayed for requesting consent
0	As a Researcher, I want an app that generates an OpenRefine reconciliation API endpoint from a Tabular Data Package, so that I can use it to clean messy data.
0	As a patron, I want to know other reports/datasets that are related (e.g. see also) to report/dataset being viewed for the purpose finding other related information.
0	As a administrator, I want to tag my blog posts for consumption by Drupal Planet, so that they will be listed on the Drupal Planet blog.
1	As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.
1	As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.
1	As a DB/IR administrator, I want to administrate patron accounts for purpose of closing accounts, viewing subscriptions, changing subscriptions, resetting passwords, changing email address, etc.
0	to study or examine the data in detail
0	As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.
0	As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.
1	Information about an individual's hair colour
0	As a stakeholder, I want to have references to the project proposal, so that I can look up further general information.
0	As a Basic Data Entry user , I want to create and update basic archival description information.
0	As a user, I want to identify brands in videos, and receive related information about them.
0	As an Archivist, I would like to indicate an Agent is either the creator or source or subject of an Accession or Resource or Resource Component.
0	As a researcher, I want to see descriptive metadata for the item whether I come to the item through the repository or directly to the PDF, so that I can correctly identify the source of the content.
0	As an NSF employee, I want to have a final workshop to identify key lessons and features for the content management system decision.
0	As a lab administrator, I want to theme the Web interface graphics/colours.
0	As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.
0	As a Zooniverse admin, I want to preclassify the Galaxy Zoo images using simple low­level image features.
1	Information about an individual's professional jobs
0	As an employee, I want to get quick notifications, so that I can process cases the first time.
1	As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.
0	As a Data Publishing User, I want to know if my CSV file is valid, So that I can fix possible data issues before publishing it on Open Spending.
0	As an agency user, I want to get File F in the correct format.
1	As a Postgraduate Convenor, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.
1	As a user, I want to search and discover music or ringback tones similar to a given music video based on content similarity.
0	As a Data Consuming User, I want to visualize by default in treemap, bubble tree, map and pivot table the most recent year when my dataset contain multiple years, So that I'm not confused with the amounts.
1	As a user, I want a mechanism for electronically sharing papers and notes with other researchers, so that we can collaborate effectively.
1	As a FABS user, I want to submission errors to accurately represent FABS errors, so that I know why my submission didn't work.
0	Auditing & Reporting.
1	As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider.
1	Information about financial income e.g. for individual or household or family
0	As a user, I want to see the provenance of the page as part of the search results.
0	As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.
0	As an IT staff member, I want to know the security requirements of the data, so that I know which kind of security measures to apply.
0	As a anonymoususer, I want to see a list of all the summits that include when they are, so that I can determine which summit I want to attend.
1	Specifies location for storage of personal data
0	As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.
1	As an agency user, I want to have all derived data elements derived properly.
0	As an admin, I want to be able to communicate directly with facilities, so that I can keep them updated about features we have on our website.
0	As a researcher, I want to receive updates when new works are published in a given collection or by a given author, so that I can discover more of their work.
0	As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.
1	As a Data Publishing User, I want to be able to Hide a dataset that I have already added as Public, So that I can fix my mistakes or have a dataset primarily for my own use.
1	As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.
1	Information about an individual’s reputation with regards to money
0	As an OlderPerson, I want to always keep control on the activities of ALFRED.
0	As an Archivist, I want to rearrange the resource description hierarchy by dragging an archival object to a different position in the hierarchy.
0	Indicates the processing is carried out at large scale in terms of size of data or individuals associated
1	As a hydrator user, I want to explore the datasets created by my pipeline.
0	As an OlderPerson, I want to play games where I can use my Imagination.
1	As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.
1	As a dataset developer, I want to deploy a new version of a dataset type without affecting the dataset instances of that type.
0	As an Archivist, I want to specify the Source for a Name Form of an Agent and add new Sources and edit existing Sources.
0	As an Archivist, I want to import EAD data.
1	As a user, I want to see sensible and predictable URLs, so that the application feels logical and transparent.
0	As a faculty member, I want to recommend a digital collection be built in the repository, so that I can assist in my research.
1	Information that identifies an individual’s financial account
0	As a user, I want frontend changes for managing enum lists.
0	As a anonymoususer, I want to easily find a link in the menu that links to the registration form, so that I can easily register for the camp.
1	As a dataset developer, I want to list all dataset instances that use a dataset type or a specific version of a type.
0	As an OlderPerson, I want to have the ALFRED shirt to look good.
0	As a Data Publishing User, I want to know what my data needs to be able to be visualised on a map, So that I can visualise it on a map.
1	As a Developer I want to quickly access Broker application data, so that I can investigate issues.
1	As an OlderPerson, I want to know exactly what ALFRED does with my personal data, and share it only on my specific permission.
0	As an API User, I want to be able to persistently store visualisation state in the database, So that such can be shared more easily and contribute to a visualisation gallery.
0	As a FABS user, I want to submit a citywide as a PPoPZIP and pass validations.
0	As a broker team member, I want to make some updates to the SQL codes for clarity.
1	As a SocialCaregiver, I want to have ALFRED to be able to recognize pain and or stress by using skin conduction sensors.
1	As a moderator, I want to delete my account, so that account information and games are no longer stored.
1	As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement.
1	As a depositor, I want to mint DOIs for my data, so that it can be discovered and cited more easily and citations can be tracked so that I can receive credit.
0	As a repository manager, I want to describe an object, including its title, date(s), language(s), and other aspects.
0	As an Owner, I want to create a user testing summary from the UI SME, so that I can know what UI improvements we will follow through on.
0	As an IT manager, I want to know about IT resource requirements early in the project lifecycle, so that I can enable resource acquisition planning.
0	As a researcher, I want to access digitized archival materials without mediation, so that I can decide what, I want to look at.
1	As an InformalCaregiver, I want to have a game that the carer could play together with the user, so that it would enable to monitor the usersâ€™ state of health but also have some fun time.
1	As an admin, I want to handle all users' activities, so that I can manage more efficiently.
0	to disclose data by means of transmission
0	PseudoAnonmyization or 'pseudonymisation’ means the processing of personal data in such a manner that the personal data can no longer be attributed to a specific data subject without the use of additional information, provided that such additional information is kept separately and is subject to technical and organisational measures to ensure that the personal data are not attributed to an identified or identifiable natural person;
0	As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.
0	As a Developer , I want to update the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header.
0	As a Publisher, I would like an integration with Open Refine, so that I can output cleaned Data Packages.
0	As an OlderPerson, I want to have ALFRED to remind me to keep a good body posture.
0	As a researcher, I want to have the ability to search for files by file type and format.
0	As a collection curator, I want to have item metadata to be discoverable while the item is under embargo.
0	As a repository manager, I want to indicate names related to an object.
1	As an UnivITservice, I want to store archived data directly on the HCP object store, so that  features can be made.
0	As a library staff member, I want to quickly correct errors in uploaded metadata, and even uploaded documents, while leaving a record of my revisions (and possibly the reasons behind them), so that I can present correct versions of content and to locate points of error.
1	Information that describes an individual’s health, medical conditions or health care
0	This property associates an instance of legal data handling with its underlying legal basis
0	As a broker team member, I want to derive FundingAgencyCode, so that the data quality and completeness improves.
1	As an archivist, I want to manage loan documentation, including preservation photos, forms and correspondence, so that I can find it easily later.
0	As a user, I want access to content files that comprise an object, so that I can decide whether a file is too large to download.
0	As an Archivist, I want to add Notes to other record types.
1	Information about sales e.g. selling of goods or services
0	As an OlderPerson, I want to receive day and night rythm support with agenda reminders.
0	As a user, I want to assign tags to files that I have uploaded.
0	As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.
0	As a repository manager, I want to specify the remote replication policy for each collection.
1	Information related to an individual's fingerprint used for biometric purposes.
0	As a researcher, I want to have electronic support for keeping track of which data sets were used/output/modified as part of a particular experiment.
0	As a user, I want to see the geographical context of a collection, object, or object component, where pertinent.
0	As a team member, I want to determine a design direction for the beta social page, so that we can implement a beta site quickly without established brand guidelines.
0	As a user, I want to specify the explore schema separately.
1	As a user, I want to receive content recommendations from similar profiles.
0	As an NSF employee, I want to have high-level strategy recommendations to implement in conjunction with the new CMS.
1	As a collection curator, I want to canonically identify authors and creators of my items by unique identifier, so that it's easier to view all of the works by that person together.
0	As an administrator, I want to create user groups, so that I can control user permissions.
0	As an NSF employee, I want to see how the user recruitment form looks and behaves on a sample page, so that I can understand the impact the recruitment will have on the NSF page.
0	As a collection curator, I want to view the permission on my objects all together.
1	As an OlderPerson, I want to use ALFRED to do my grocery shopping.
0	As a repository manager, I want to indicate for an object or object component the place of publication, the publisher, edition, etc., when pertinent.
0	As a content editor, I want to be able to easily find content, so that I can edit it.
1	Information relating to an individual's credit capacity.
1	As a MedicalCaregiver, I want to locate the ALFRED user.
1	As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.
0	As a repository manager, I want know all the components belonging to an object.
0	As a data contributor, I want to refer to the Disaster Recovery Plan in grant proposals and Data Management Plans.
0	As a Developer, I want to add the updates on a FABS submission to be modified when the publishStatus changes, so that I know when the status of the submission has changed.
0	As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step.
0	As a researcher, I want to have a timeline display of multiple data files and their associated images, so that I can compare the data taken from experiments on particular dates.
0	As an archivemanager, I want to reuse the information regarding file format, so that I can apply automated checks for the file validation.
1	As a data reuser, I want to view an example citation for a dataset, so that I can reference it correctly.
0	As an archivist, I want to upload a single file.
0	As a participant, I want to be shown all estimates at the same time after all estimators have given their estimate, so that I can be sure estimates are independent and not influenced by other estimates given in the same draw.
0	As a system administrator, I want to have a managed backup protocol for the system.
0	As a company, I want to join the Scrum Alliance by paying a corporate membership fee, so that I can show the company's support of Scrum.
1	As a Data Publishing User, I want to be able to edit the model of data I have already imported, So that I can fix bugs or make enhancements in the API built for my data.
1	As a user, I want to ensure that if reconfiguration of a dataset fails then no changes have taken effect, so that all steps required to reconfigure a dataset must be done as a single atomic action.
0	As a Zooniverse admin, I want to group subjects by similarity.
1	As a user, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict.
0	As a donor representative, I want to see thumbnails of images, so that I can select which one I want.
1	As a Staff member, I want to Assign an Application for Detailed Review, so that I can review the for compliance and subsequently approved or denied.
0	As an archivist, I want to upload inventories, so that our donor representatives have an easier time requesting their material.
0	As a repository manager, I want to be able t run a report periodically showing the storage consumed by each financial contact.
0	A processor engaged by another processor
0	As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations.
0	As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records.
0	As a Zoning Staff member, I want to Issue the Zoning-Related Permits, so that I can satisfy an Applicant's request for service that has proven to be eligible and in compliance with the Zoning Ordinance.
0	As a repository manager, I want to be able to update repository information in one place and be assured updates will be propagated to all relevant places.
0	As a user, I want the DUNS validations to accept records whose ActionTypes are B, C, or D and the DUNS is registered in SAM, even though it may have expired.
0	Restricts a purpose to the specified context(s)
0	To sell products or services to the data subject or user
1	As a data manager, I want to plan the anonymization of data, so that we protect the privacy of the people participating in the research as good as possible and still ensure reusability of data.
0	As an administrator, I want to know who funded the project and their requirements, so that I can track the funder specific obligations.
1	As a depositor, I want to apply licenses to datasets, so that my IP rights are protected appropriately.
1	Information related to an individual's information health history.
1	As a user, I want to make uploaded data files to be non-modifiable.
1	As a depositor, I want to manage multiple versions of the same dataset, so that changes to the dataset are transparent and do not compromise research integrity.
0	As a Zooniverse admin, I want to know what Zoonibot should say to a volunteer.
0	As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.
0	As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.
1	As a researcher, I want to create a log book page for an experiment and attach a directory that contains multiple files.
0	As an Archivist, I don't want to inadvertently overwrite someone else's changes to a record that I'm editing.
1	As a researcher, I want to locate photographs and documents that I can share on social media.
0	As a developer, I want to have the application function correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2, so that as many people as possible can fully use the application.
0	to adjust the data to be in relation to another data
0	As a faculty member, I want to maintain versioning of Extension brochures, FAQs, etc., so that only the most current are used/adapted by other CCE Educators in their work.
0	As an OlderPerson, I want to buy ALFRED in a senior shop with special client support.
0	As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest.
1	As a data reuser, I want to access the system in my native language, so that I am not put off reusing University of Bath data by language barriers.
0	Encryption of data in transit e.g. when being transferred from one location to another, including sharing
0	As a repository manager, I want to indicate if a statute pertains to the component, apart from the object as a whole.
1	As an archivist, I want to restrict access to certain files by user, so that I can allow donor representatives to see certain files.
1	As an OlderPerson, I want to have ALFRED to detect falls and send an emergency to a specific contact.
0	As an IT staff member, I want to know which formats are used, so that I can determine what kind of technical services and functionalities are required.
1	Information about an individual's parent(s).
1	As a funder, I want to know how secure data is, so that I can ensure legal compliance.
0	As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.
0	As a repository owner, I want to be able to check the planned provenance of the data that will be submitted at the end of a project, so that I can calculate necessary submission fees and check whether it belongs to our target group.
1	As an OlderPerson, I want to receive reminders on my appointments.
0	As an researcher, I want to view film clips, so that I can see excerpts of films.
0	As an Application Administrator , I want to be able to configure the help center URL and topic mappings.
0	As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.
0	As a Cornell faculty member, I want to associate a researcherID or ORCID with a submission, so that there is no ambiguity between my work and someone else with the same name.
0	As an archivist, I want to access inventories for unprocessed collections, so that I can provide reference services to donors.
1	As an administrator, I want to create user roles, so that I can group users by role.
0	to support data migration integrity testing.
0	As a faculty member, I want to access a collection within the repository, so that I can obtain research materials.
0	As a developer, I want to have created database indexes, so that the queries run as fast as possible.
0	As a researcher, I want to be able to search across photo collection images, so that I can prepare presentations.
0	As a UI designer, I want to report to the Agencies about user testing, so that they are aware of their contributions to making Broker a better UX.
1	As an Applicant, I want to Resubmit Plans, so that I can review revised plans.
0	As a researcher, I want to download files attached to an experiment using my Web browser.
0	As a repository manager, I want to describe a collection, including its title, it's inclusive / bulk dates, its language(s), and many other aspects.
1	Information about an individual's disabilities.
0	As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.
0	As an IT staff member, I want to know with which software or technology the data is produced or used, so that I can determine what kind of technical services and functionalities are required.
0	As a team member, I want to have recruiting-email templates ready to go, so that I can start recruiting interviewees ASAP!.
0	As an Archivist, I want to be able to understand that an error occurred during import and why it might have occurred.
0	As a workshop attendee, I want to have a summary of what we learned, so that I can understand our next steps and how they apply to me.
1	As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable.
0	As a user, I want to scope my searches for collections, objects, or object components to a specific language.
0	Process by which a company can manage and analyse its own interactions with its past, current and potential customers
0	As an archivist, I want to have electronic versions of the collection files available for staff use, so that I increase accessibility and I do not lose the original files.
0	As an Agency user, I want to be able to include a large number of flexfields without performance impact.
0	As an archivist, I want to select existing rights statuses and statements, so that I can easily create uniform rights statements.
0	As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed.
1	As a Cornell faculty member, I want to login remotely to the repository using Shibboleth, so that I can get remote access to Cornell campus-only content.
1	Information about an individual's character in the public sphere
0	As a CMS SME, I want to see the webmaster workflow report, so that I can understand how this might impact current direction.
0	As a data manager, I want to know how the data is used, so that I can develop more detailed usage and support scenarios with researchers.
0	As a Cornell faculty member, I want to upload a data file and put a CC-By or CC0 license on it, so that my licensing desires are clearly stated.
0	to join or merge data
0	Risk management refers to a coordinated set of activities and methods that is used to direct an organization and to control the many risks that can affect its ability to achieve objectives.  The term risk management also refers to the programme that is used to manage risk. This programme includes risk management principles, a risk management framework, and a risk management process.
1	As an Archivist, I want to create and edit Agent records.
1	As a legalofficer, I want to know about data sensitivity, so that I can establish sharing options.
0	As a UI designer,  I want to move on to round 2 of the Help page edits, so that I can get approvals from leadership.
0	As a Publisher, I want to know how many users have previewed a dataset, so that I know how interest in a dataset relates to its actual download numbers.
1	Information on defining traits or features about an individuals body.
0	As a researcher, I want to search within a repository or collection in an effective manner, including searching within subsets of a given collection, so that I can facilitate my use of the collection.
1	As a user, I want to search content items using automatic speech recognition.
0	As a Consumer, I want to know that the data I am downloading is good and can be relied on, so that that I don't have to check it myself or run into annoying bugs later on.
1	As a Data Consuming User, I want to be able to share an image of a particular view state to the social networks that support this, So that I can provide richer context in those communication channels for data I am sharing.
0	As a DAMS manager, I want to know if application of a library policy to an object or object component has been modified, either manually or automatically.
0	As a DAMS manager, I want to know the outcome of the event, e.g., object NN was deleted.
0	As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.
1	As a user, I want to be able to view a map display of the special waste drop off sites around my area.
0	As an Archivist, I want to associate a standard identifier string with a Subject heading.
0	As an data user, I want to receive updates to FABS records.
0	As a site administrator, I want to understand how other similar organizations are handling visual design, so that I can make informed decisions about what appears to work well and what doesn't.
1	As a user,  I want to have the ability to keep my data private on the system, and only share data that I deem should be shared.
1	Information about an individual's political affiliation and history
0	As a user, I want to click on the address, so that it takes me to a new tab with Google Maps.
1	As a sponsor, I want to sponsor a summit that matches my brand, so that I can get exposure to potential customers and otherwise tout my Drupal credentials.
1	As an Applicant, I want to Request PreApplication Assistance, so that I can receive a response to a request for a meeting or information that is a result of the preapplication assistance.
0	As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.
0	As a DAMS manager, I want to present collections, objects, and object components by title.
1	As a depositor, I want to track downloads of my data, so that I can demonstrate the impact of my work.
1	As a user, I want to have files I might accidentally delete to be restorable.
0	As a recruiter, I want to post a help wanted ad, so that I can attract candidates.
1	Information that relates to an individual's browsing behaviour.
1	Information that characterizes an individual's relationships with other individuals.
1	As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.
0	As a repository manager, I want to indicate any name that is pertinent to the component.
1	As a trainingcoordinator, I want to have an admin view where all trainee information is shown and can be filtered to show a single training session, so that I can see WTF is happening.
0	This property associates a personal data category with an instance of legal data handling or consent
1	As an app developer, I want to ensure that all dataset instances created by Hydrator pipelines are accessible to the app.
0	As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.
0	As a library staff member, I want to be able to add custom metadata fields for deposits I make on behalf of researchers to allow for better search capabilities.
1	As a collection curator, I want to map an item or items from one collection to another, so that an item may administratively belong to one collection but could appear in other collections.
1	As a researcher, I want to indicate where my data will be stored during the project and where after the project, so that it remains accessible during all stages of the data lifecycle.
1	As an Owner, I want to edit my profile, so that that it is updated with new information.
0	As an NSF employee, I want to have editorial-planning recommendations, so that I can understand how they might impact an eventual CMS / future web presence.
0	As a researcher, I want to browse through files in a collection.
0	As a DB/IR administrator, I want to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.
1	As a DB/IR administrator, I want to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones.
0	As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.
0	As a repository manager, I want to indicate any statutes pertinent to an object.
